srians	Fe	RBAave	RBAr630
BS1981	1	0.5038	0.6536
BS1982	1	0.2745	0.6536
BS1983	1	0.427	0.6536
BS1984	1	0.3748	0.6536
BS1985	1	0.3803	0.6536
BS1986	1	0.3828	0.6536
BS1987	1	0.1716	0.6536
BS1988	1	0.4748	0.6536
BS1989	1	0.3885	0.6536
BS1990	1	0.3254	0.6536
BS1991	1	0.4108	0.6536
BS1992	1	0.4228	0.6536
BS1993	1	0.2612	0.6536
BS1994	1	0.3526	0.6536
BS1995	1	0.4807	0.6536
BS1996	1	0.5222	0.6536
BS1997	1	0.4258	0.6536
BS1998	1	0.4475	0.6536
BS1999	1	0.492	0.6536
BS2000	1	0.4611	0.6536
BS2001	1	0.4898	0.6536
BS2002	1	0.5034	0.6536
BS2003	1	0.4999	0.6536
BS2004	1	0.5145	0.6536
BS2005	1	0.5868	0.6536
BS2006	1	0.5843	0.6536
BS2007	1	0.5261	0.6536
BS2008	1	0.4894	0.6536
BS2009	1	0.3882	0.6536
BS2010	1	0.5065	0.6536
BS2011	1	0.5134	0.6536
BS2012	1	0.3253	0.6536
BS2013	1	0.5928	0.6536
BS2014	1	0.5808	0.6536
BS2015	1	0.5393	0.6536
BS2016	1	0.4124	0.6536
BS2017	1	0.3819	0.6536
BS2018	1	0.5118	0.6536
BS2019	1	0.2888	0.6536
BS2020	1	0.4997	0.6536
BS2021	1	0.495	0.6536
BS2022	1	0.5121	0.6536
BS2023	1	0.613	0.6536
BS2024	1	0.4814	0.6536
BS2025	1	0.5381	0.6536
BS2026	1	0.4744	0.6536
BS2027	1	0.4774	0.6536
BS2028	1	0.4712	0.6536
BS2029	1	0.6193	0.6536
BS2030	1	0.6212	0.6536
BS2031	1	0.391	0.6536
BS2032	1	0.6078	0.6536
BS2033	1	0.5029	0.6536
BS2034	1	0.3824	0.6536
BS2035	1	0.413	0.6536
BS2036	1	0.3471	0.6536
BS2037	1	0.3323	0.6536
BS2038	1	0.5281	0.6536
BS2039	1	0.5303	0.6536
BS2040	1	0.4903	0.6536
BS2041	1	0.3093	0.6536
BS2042	1	0.5282	0.6536
BS2043	1	0.3465	0.6536
BS2044	1	0.5069	0.6536
BS2045	1	0.5008	0.6536
BS2046	1	0.3412	0.6536
BS2047	1	0.4718	0.6536
BS2048	1	0.5249	0.6536
BS2049	1	0.181	0.6536
BS2050	1	0.6044	0.6536
BS2051	1	0.5529	0.6536
BS2052	1	0.4727	0.6536
BS2053	1	0.4648	0.6536
BS2054	1	0.3996	0.6536
BS2055	1	0.529	0.6536
BS2056	1	0.4378	0.6536
BS2057	1	0.3398	0.6536
BS2058	1	0.5055	0.6536
BS2059	1	0.47	0.6536
BS2060	1	0.4538	0.6536
BS2061	1	0.4029	0.6536
BS2062	1	0.4322	0.6536
BS2063	1	0.5144	0.6536
BS2064	1	0.3431	0.6536
BS2065	1	0.5493	0.6536
BS2066	1	0.17	0.6536
BS2067	1	0.5152	0.6536
BS2068	1	0.4788	0.6536
BS2069	1	0.5657	0.6536
BS2070	1	0.3961	0.6536
BS2071	1	0.5494	0.6536
BS2072	1	0.6062	0.6536
BS2073	1	0.5552	0.6536
BS2074	1	0.4697	0.6536
BS2075	1	0.5575	0.6536
BS2076	1	0.4431	0.6536
BS2077	1	0.5334	0.6536
BS2078	1	0.5047	0.6536
BS2079	1	0.4043	0.6536
BS2080	1	0.5266	0.6536
BS2081	1	0.351	0.6536
BS2082	1	0.4914	0.6536
BS2083	1	0.4689	0.6536
BS2084	1	0.5118	0.6536
BS2085	1	0.5235	0.6536
BS2086	1	0.3971	0.6536
BS2087	1	0.6002	0.6536
BS2088	1	0.4848	0.6536
BS2089	1	0.4701	0.6536
BS2090	1	0.4749	0.6536
BS2091	1	0.3205	0.6536
BS2092	1	0.5812	0.6536
BS2093	1	0.5175	0.6536
BS2094	1	0.4286	0.6536
BS2095	1	0.5676	0.6536
BS2096	1	0.5619	0.6536
BS2097	1	0.4998	0.6536
BS2098	1	0.4978	0.6536
BS2099	1	0.5763	0.6536
BS2100	1	0.4313	0.6536
BS2101	1	0.5961	0.6536
BS2102	1	0.5144	0.6536
BS2103	1	0.3753	0.6536
BS2104	1	0.4179	0.6536
BS2105	1	0.4585	0.6536
BS2106	1	0.5084	0.6536
BS2107	1	0.5997	0.6536
BS2108	1	0.5215	0.6536
BS2109	1	0.5419	0.6536
BS2110	1	0.5817	0.6536
BS2111	1	0.4715	0.6536
BS2112	1	0.52	0.6536
BS2113	1	0.5581	0.6536
BS2114	1	0.5295	0.6536
BS2115	1	0.2967	0.6536
BS2116	1	0.5105	0.6536
BS2117	1	0.3983	0.6536
BS2118	1	0.5784	0.6536
BS2119	1	0.4357	0.6536
BS2120	1	0.4079	0.6536
BS2121	1	0.6191	0.6536
BS2122	1	0.3554	0.6536
BS2123	1	0.4881	0.6536
BS2124	1	0.5062	0.6536
BS2125	1	0.5502	0.6536
BS2126	1	0.3071	0.6536
BS2127	1	0.0689	0.6536
BS2128	1	0.3933	0.6536
BS2129	1	0.3671	0.6536
BS2130	1	0.5966	0.6536
BS2131	1	0.5251	0.6536
BS2132	1	0.4869	0.6536
BS2133	1	0.5984	0.6536
BS2134	1	0.3641	0.6536
BS2135	1	0.4915	0.6536
BS2136	1	0.5793	0.6536
BS2137	1	0.4189	0.6536
BS2138	1	0.4707	0.6536
BS2139	1	0.4711	0.6536
BS2140	1	0.5112	0.6536
BS2141	1	0.4687	0.6536
BS2142	1	0.5281	0.6536
BS2143	1	0.391	0.6536
BS2144	1	0.5339	0.6536
BS2145	1	0.5337	0.6536
BS2146	1	0.541	0.6536
BS2147	1	0.4423	0.6536
BS2148	1	0.455	0.6536
BS2149	1	0.5493	0.6536
BS2150	1	0.5885	0.6536
